word,count,percentage
the,309,0.06303549571603427
a,242,0.049367605059159526
in,194,0.039575683394532844
and,123,0.025091799265605876
its,120,0.02447980416156671
to,96,0.019583843329253364
new,96,0.019583843329253364
of,87,0.017747858017135864
us,85,0.01733986128110975
company,81,0.016523867809057527
on,75,0.015299877600979192
said,63,0.012851897184822521
united,63,0.012851897184822521
for,62,0.012647898816809465
that,59,0.012035903712770298
friday,54,0.011015911872705019
it,52,0.010607915136678907
main,50,0.010199918400652794
s,48,0.009791921664626682
arthritis,47,0.009587923296613628
buy,41,0.008363933088535292
ashland,37,0.007547939616483068
is,37,0.007547939616483068
record,36,0.0073439412484700125
business,33,0.006731946144430845
will,32,0.006527947776417789
unit,32,0.006527947776417789
york,31,0.0063239494084047325
would,31,0.0063239494084047325
popular,31,0.0063239494084047325
year,27,0.0055079559363525096
u,27,0.0055079559363525096
largest,26,0.005303957568339453
million,26,0.005303957568339453
drug,26,0.005303957568339453
deal,25,0.005099959200326397
third,25,0.005099959200326397
dollar,25,0.005099959200326397
celebrex,24,0.004895960832313341
stock,23,0.004691962464300286
quarter,23,0.004691962464300286
developmental,22,0.00448796409628723
has,22,0.00448796409628723
be,22,0.00448796409628723
willingham,21,0.004283965728274173
been,21,0.004283965728274173
giant,21,0.004283965728274173
as,21,0.004283965728274173
thursday,20,0.004079967360261118
cut,20,0.004079967360261118
government,20,0.004079967360261118
high,20,0.004079967360261118
auto,20,0.004079967360261118
sell,20,0.004079967360261118
acquire,19,0.003875968992248062
after,19,0.003875968992248062
with,19,0.003875968992248062
food,19,0.003875968992248062
administrator,18,0.0036719706242350062
talks,18,0.0036719706242350062
economy,18,0.0036719706242350062
work,18,0.0036719706242350062
reuters,18,0.0036719706242350062
negatively,17,0.00346797225622195
unfavorable,17,0.00346797225622195
an,17,0.00346797225622195
rose,17,0.00346797225622195
airlines,17,0.00346797225622195
esb,16,0.0032639738882088943
second,16,0.0032639738882088943
contract,16,0.0032639738882088943
move,16,0.0032639738882088943
billion,16,0.0032639738882088943
had,15,0.0030599755201958386
states,15,0.0030599755201958386
have,15,0.0030599755201958386
november,15,0.0030599755201958386
other,14,0.0028559771521827824
first,14,0.0028559771521827824
",",14,0.0028559771521827824
production,14,0.0028559771521827824
affect,14,0.0028559771521827824
oil,14,0.0028559771521827824
percent,14,0.0028559771521827824
drugs,13,0.0026519787841697267
reported,13,0.0026519787841697267
filed,11,0.002243982048143615
yukos,11,0.002243982048143615
restructuring,11,0.002243982048143615
azzurri,10,0.002039983680130559
commissioner,10,0.002039983680130559
additions,10,0.002039983680130559
they,10,0.002039983680130559
day,10,0.002039983680130559
pilots,10,0.002039983680130559
court,10,0.002039983680130559
federal,10,0.002039983680130559
sharp,10,0.002039983680130559
agreed,9,0.0018359853121175031
based,9,0.0018359853121175031
bank,9,0.0018359853121175031
about,9,0.0018359853121175031
heart,9,0.0018359853121175031
"in,the",9,0.0018359853121175031
levein,8,0.0016319869441044472
could,8,0.0016319869441044472
market,8,0.0016319869441044472
against,8,0.0016319869441044472
yesterday,8,0.0016319869441044472
earnings,8,0.0016319869441044472
low,8,0.0016319869441044472
he,8,0.0016319869441044472
options,8,0.0016319869441044472
mockery,7,0.0014279885760913912
hardcourt,7,0.0014279885760913912
recommend,7,0.0014279885760913912
ago,7,0.0014279885760913912
agreement,7,0.0014279885760913912
