word,count,percentage
the,992,0.08720879120879121
a,614,0.05397802197802198
new,356,0.031296703296703296
to,354,0.03112087912087912
and,345,0.03032967032967033
of,277,0.024351648351648353
in,271,0.023824175824175824
internet,263,0.02312087912087912
year,205,0.01802197802197802
world,197,0.01731868131868132
that,195,0.017142857142857144
search,181,0.01591208791208791
be,169,0.014857142857142857
company,156,0.013714285714285714
for,155,0.013626373626373627
its,153,0.013450549450549451
s,148,0.01301098901098901
first,115,0.01010989010989011
has,105,0.009230769230769232
few,105,0.009230769230769232
after,100,0.008791208791208791
said,97,0.008527472527472527
it,89,0.007824175824175824
other,87,0.007648351648351649
ago,84,0.0073846153846153844
version,82,0.007208791208791209
is,81,0.007120879120879121
japan,70,0.006153846153846154
desktop,67,0.0058901098901098905
explorer,67,0.0058901098901098905
york,66,0.005802197802197802
will,66,0.005802197802197802
species,65,0.005714285714285714
tool,63,0.005538461538461538
old,55,0.004835164835164835
most,55,0.004835164835164835
ashland,53,0.004659340659340659
friday,53,0.004659340659340659
study,52,0.004571428571428572
wide,50,0.004395604395604396
could,49,0.0043076923076923075
able,48,0.004219780219780219
an,47,0.004131868131868132
web,47,0.004131868131868132
on,46,0.004043956043956044
browser,46,0.004043956043956044
time,45,0.003956043956043956
",",43,0.0037802197802197803
day,43,0.0037802197802197803
been,43,0.0037802197802197803
moon,43,0.0037802197802197803
engine,42,0.0036923076923076922
video,42,0.0036923076923076922
microsoft,41,0.0036043956043956046
have,40,0.0035164835164835165
people,40,0.0035164835164835165
software,40,0.0035164835164835165
latest,39,0.0034285714285714284
make,39,0.0034285714285714284
deal,38,0.0033406593406593407
companies,38,0.0033406593406593407
weeks,36,0.003164835164835165
are,36,0.003164835164835165
security,36,0.003164835164835165
developmental,35,0.003076923076923077
next,35,0.003076923076923077
engines,35,0.003076923076923077
windows,35,0.003076923076923077
they,35,0.003076923076923077
would,34,0.002989010989010989
years,33,0.002901098901098901
allow,33,0.002901098901098901
signed,32,0.002813186813186813
reuters,32,0.002813186813186813
agreed,32,0.002813186813186813
ipod,32,0.002813186813186813
largest,31,0.0027252747252747254
buy,31,0.0027252747252747254
you,30,0.0026373626373626374
willingham,29,0.0025494505494505493
service,29,0.0025494505494505493
united,29,0.0025494505494505493
users,29,0.0025494505494505493
esb,28,0.0024615384615384616
report,28,0.0024615384615384616
expected,28,0.0024615384615384616
help,27,0.0023736263736263735
move,27,0.0023736263736263735
days,26,0.002285714285714286
computer,26,0.002285714285714286
little,25,0.002197802197802198
end,24,0.0021098901098901097
based,22,0.001934065934065934
important,22,0.001934065934065934
with,22,0.001934065934065934
mobile,21,0.0018461538461538461
google,21,0.0018461538461538461
announced,21,0.0018461538461538461
giant,20,0.0017582417582417582
by,20,0.0017582417582417582
levein,19,0.0016703296703296704
find,19,0.0016703296703296704
round,19,0.0016703296703296704
leading,18,0.0015824175824175825
additions,17,0.0014945054945054944
sites,17,0.0014945054945054944
"the,world",17,0.0014945054945054944
negatively,16,0.0014065934065934065
